,Name,Instrument Type,Currency,Contributor,RIC
6799,UK Pound Sterling 3 Year 0.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP3Y3LC000=FMD
6800,UK Pound Sterling 3 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB3YCSTK10=SMKR
6801,UK Pound Sterling 3 Year Cap/Floor,Quote,C:4,Tradition,GB3Y3LSTK9=TRDL
6802,UK Pound Sterling 2 Year by 3 Year Cap/Floor,Quote,C:4,Tradition,GB2Y3Y3LST4=TRDL
6803,UK Pound Sterling 3 Year Cap/Floor,Quote,C:4,Tradition,GB3Y3LSTK7=TRDL
6804,UK Pound Sterling 3 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB3YCSTK15=SMKR
6805,UK Pound Sterling 3 Year 9.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP3YSOC975=SMKR
6806,UK Pound Sterling 2 Year by 3 Year Cap/Floor,Quote,C:4,Tradition,GB2Y3Y3LST1=TRDL
6807,UK Pound Sterling 3 Year 8.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP3Y3LC800=FMD
6808,UK Pound Sterling 3 Year Cap/Floor,Quote,C:4,Tradition,GB3Y3LSTK1=TRDL
6809,UK Pound Sterling 3 Year 6.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP3YSOC675=SMKR
6810,UK Pound Sterling 2 Year by 3 Year Cap/Floor,Quote,C:4,Tradition,GB2Y3Y3LST2=TRDL
6811,UK Pound Sterling 3 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB3YCSTK1=SMKR
6812,UK Pound Sterling 3 Year ATM Cap/Floor,Quote,C:4,Tullett Prebon,GB3YCATM=SMKR
6813,UK Pound Sterling 3 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB3YCSTK13=SMKR
6814,UK Pound Sterling 4 Year 1.00% Cap/Floor,Quote,C:4,ICAP,GBP4Y3LC1000=ICAP
6815,UK Pound Sterling 4 Year 8.50% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC850=SMKR
6816,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK2=TRDL
6817,UK Pound Sterling 4 Year 7.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LC750=FMD
6818,UK Pound Sterling 4 Year -3.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LCN300=FMD
6819,UK Pound Sterling 4 Year 9.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC975=SMKR
6820,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK19=SMKR
6821,UK Pound Sterling 4 Year 0.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LC000=FMD
6822,UK Pound Sterling 4 Year 7.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LC700=FMD
6823,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK3=TRDL
6824,UK Pound Sterling 4 Year 7.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC725=SMKR
6825,UK Pound Sterling 4 Year 3.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC375=SMKR
6826,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK10=SMKR
6827,UK Pound Sterling 4 Year 8.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC825=SMKR
6828,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK3=SMKR
6829,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK8=TRDL
6830,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK15=SMKR
6831,UK Pound Sterling 4 Year 6.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LC650=FMD
6832,UK Pound Sterling 4 Year 0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LC025=FMD
6833,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK11=SMKR
6834,UK Pound Sterling 4 Year 7.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4YSOC750=FMD
6835,UK Pound Sterling 4 Year 0.10% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC010=SMKR
6836,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK8=SMKR
6837,UK Pound Sterling 4 Year 8.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC875=SMKR
6838,UK Pound Sterling 4 Year 3.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC325=SMKR
6839,UK Pound Sterling 4 Year 0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LC075=FMD
6840,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK4=SMKR
6841,UK Pound Sterling 4 Year 5.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC575=SMKR
6842,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK6=TRDL
6843,UK Pound Sterling 2 Year by 4 Year Cap/Floor,Quote,C:4,Tradition,GB2Y4Y3LST8=TRDL
6844,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK1=TRDL
6845,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK12=SMKR
6846,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK5=SMKR
6847,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK9=SMKR
6848,UK Pound Sterling 2 Year by 4 Year Cap/Floor,Quote,C:4,Tradition,GB2Y4Y3LST5=TRDL
6849,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK5=TRDL
6850,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK20=SMKR
6851,UK Pound Sterling 4 Year 5.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC525=SMKR
6852,UK Pound Sterling 4 Year -1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LCN125=FMD
6853,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK1=SMKR
6854,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK11=TRDL
6855,UK Pound Sterling 2 Year by 4 Year Cap/Floor,Quote,C:4,Tradition,GB2Y4Y3LST7=TRDL
6856,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK7=SMKR
6857,UK Pound Sterling 4 Year 2.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC225=SMKR
6858,UK Pound Sterling 4 Year -0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LCN025=FMD
6859,UK Pound Sterling 4 Year 6.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC625=SMKR
6860,UK Pound Sterling 4 Year 6.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LC600=FMD
6861,UK Pound Sterling 4 Year 9.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC925=SMKR
6862,UK Pound Sterling 2 Year by 4 Year Cap/Floor,Quote,C:4,Tradition,GB2Y4Y3LST6=TRDL
6863,UK Pound Sterling 4 Year 8.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LC800=FMD
6864,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK17=SMKR
6865,UK Pound Sterling 4 Year 9.50% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC950=SMKR
6866,UK Pound Sterling 2 Year by 4 Year Cap/Floor,Quote,C:4,Tradition,GB2Y4Y3LST3=TRDL
6867,UK Pound Sterling 4 Year 6.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC675=SMKR
6868,UK Pound Sterling 4 Year 1.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC175=SMKR
6869,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK2=SMKR
6870,UK Pound Sterling 4 Year 7.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC775=SMKR
6871,UK Pound Sterling 4 Year 4.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC425=SMKR
6872,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK18=SMKR
6873,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK4=TRDL
6874,UK Pound Sterling 4 Year ATM Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCATM=SMKR
6875,UK Pound Sterling 4 Year 2.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC275=SMKR
6876,UK Pound Sterling 4 Year 4.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP4YSOC475=SMKR
6877,UK Pound Sterling 4 Year -2.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LCN200=FMD
6878,UK Pound Sterling 4 Year -1.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LCN150=FMD
6879,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK10=TRDL
6880,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK9=TRDL
6881,UK Pound Sterling 2 Year by 4 Year Cap/Floor,Quote,C:4,Tradition,GB2Y4Y3LST4=TRDL
6882,UK Pound Sterling 4 Year 1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LC125=FMD
6883,UK Pound Sterling 2 Year by 4 Year ATM Cap/Floor,Quote,C:4,Tradition,GB2Y4Y3LATM=TRDL
6884,UK Pound Sterling 4 Year -0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LCN075=FMD
6885,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK6=SMKR
6886,UK Pound Sterling 2 Year by 4 Year Cap/Floor,Quote,C:4,Tradition,GB2Y4Y3LST1=TRDL
6887,UK Pound Sterling 2 Year by 4 Year Cap/Floor,Quote,C:4,Tradition,GB2Y4Y3LST2=TRDL
6888,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK7=TRDL
6889,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK13=SMKR
6890,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tradition,GB4Y3LSTK12=TRDL
6891,UK Pound Sterling 4 Year -2.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LCN250=FMD
6892,UK Pound Sterling 4 Year 5.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP4Y3LC550=FMD
6893,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK14=SMKR
6894,UK Pound Sterling 4 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB4YCSTK16=SMKR
6895,UK Pound Sterling 5 Year 5.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LC550=FMD
6896,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK4=TRDL
6897,UK Pound Sterling 5 Year 3.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC325=SMKR
6898,UK Pound Sterling 5 Year 7.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5YSOC750=FMD
6899,UK Pound Sterling 5 Year -1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LCN125=FMD
6900,UK Pound Sterling 5 Year 1.00% Cap/Floor,Quote,C:4,ICAP,GBP5Y3LC1000=ICAP
6901,UK Pound Sterling 5 Year 9.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC975=SMKR
6902,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK16=SMKR
6903,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK15=SMKR
6904,UK Pound Sterling 5 Year 1.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC175=SMKR
6905,UK Pound Sterling 3 Year by 5 Year Cap/Floor,Quote,C:4,Tradition,GB3Y5Y3LST6=TRDL
6906,UK Pound Sterling 3 Year by 5 Year Cap/Floor,Quote,C:4,Tradition,GB3Y5Y3LST1=TRDL
6907,UK Pound Sterling 3 Year by 5 Year ATM Cap/Floor,Quote,C:4,Tradition,GB3Y5Y3LATM=TRDL
6908,UK Pound Sterling 5 Year 8.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC875=SMKR
6909,UK Pound Sterling 5 Year 8.50% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC850=SMKR
6910,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK2=TRDL
6911,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK18=SMKR
6912,UK Pound Sterling 5 Year 1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LC125=FMD
6913,UK Pound Sterling 5 Year 4.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC425=SMKR
6914,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK11=SMKR
6915,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK6=TRDL
6916,UK Pound Sterling 5 Year 2.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC275=SMKR
6917,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK8=SMKR
6918,UK Pound Sterling 5 Year 0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LC025=FMD
6919,UK Pound Sterling 5 Year 3.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC375=SMKR
6920,UK Pound Sterling 5 Year -2.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LCN250=FMD
6921,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK1=TRDL
6922,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK12=SMKR
6923,UK Pound Sterling 5 Year -2.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LCN200=FMD
6924,UK Pound Sterling 3 Year by 5 Year Cap/Floor,Quote,C:4,Tradition,GB3Y5Y3LST2=TRDL
6925,UK Pound Sterling 3 Year by 5 Year Cap/Floor,Quote,C:4,Tradition,GB3Y5Y3LST4=TRDL
6926,UK Pound Sterling 5 Year 7.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LC750=FMD
6927,UK Pound Sterling 5 Year -0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LCN025=FMD
6928,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK9=SMKR
6929,UK Pound Sterling 3 Year by 5 Year Cap/Floor,Quote,C:4,Tradition,GB3Y5Y3LST8=TRDL
6930,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK1=SMKR
6931,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK7=TRDL
6932,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK4=SMKR
6933,UK Pound Sterling 5 Year 6.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LC600=FMD
6934,UK Pound Sterling 3 Year by 5 Year Cap/Floor,Quote,C:4,Tradition,GB3Y5Y3LST3=TRDL
6935,UK Pound Sterling 5 Year 9.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC925=SMKR
6936,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK17=SMKR
6937,UK Pound Sterling 5 Year -0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LCN075=FMD
6938,UK Pound Sterling 5 Year 8.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LC800=FMD
6939,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK9=TRDL
6940,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK11=TRDL
6941,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK10=TRDL
6942,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK20=SMKR
6943,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK12=TRDL
6944,UK Pound Sterling 5 Year 0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LC075=FMD
6945,UK Pound Sterling 5 Year 6.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC625=SMKR
6946,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK5=SMKR
6947,UK Pound Sterling 5 Year 6.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC675=SMKR
6948,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK3=TRDL
6949,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK2=SMKR
6950,UK Pound Sterling 5 Year 7.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC775=SMKR
6951,UK Pound Sterling 3 Year by 5 Year Cap/Floor,Quote,C:4,Tradition,GB3Y5Y3LST7=TRDL
6952,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK14=SMKR
6953,UK Pound Sterling 5 Year 0.10% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC010=SMKR
6954,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK6=SMKR
6955,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK7=SMKR
6956,UK Pound Sterling 5 Year 7.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LC700=FMD
6957,UK Pound Sterling 5 Year ATM Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCATM=SMKR
6958,UK Pound Sterling 5 Year 5.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC525=SMKR
6959,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK19=SMKR
6960,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK8=TRDL
6961,UK Pound Sterling 5 Year 6.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LC650=FMD
6962,UK Pound Sterling 5 Year 4.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC475=SMKR
6963,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tradition,GB5Y3LSTK5=TRDL
6964,UK Pound Sterling 3 Year by 5 Year Cap/Floor,Quote,C:4,Tradition,GB3Y5Y3LST5=TRDL
6965,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK10=SMKR
6966,UK Pound Sterling 5 Year 7.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC725=SMKR
6967,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK13=SMKR
6968,UK Pound Sterling 5 Year -3.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LCN300=FMD
6969,UK Pound Sterling 5 Year -1.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LCN150=FMD
6970,UK Pound Sterling 5 Year 8.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC825=SMKR
6971,UK Pound Sterling 5 Year 0.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP5Y3LC000=FMD
6972,UK Pound Sterling 5 Year 2.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC225=SMKR
6973,UK Pound Sterling 5 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB5YCSTK3=SMKR
6974,UK Pound Sterling 5 Year 5.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC575=SMKR
6975,UK Pound Sterling 5 Year 9.50% Cap/Floor,Quote,C:4,Tullett Prebon,GBP5YSOC950=SMKR
6976,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK18=SMKR
6977,UK Pound Sterling 6 Year 0.10% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC010=SMKR
6978,UK Pound Sterling 6 Year 2.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC200=FMD
6979,UK Pound Sterling 6 Year 1.00% Cap/Floor,Quote,C:4,ICAP,GBP6Y3LC1000=ICAP
6980,UK Pound Sterling 6 Year 2.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC250=FMD
6981,UK Pound Sterling 6 Year ATM Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCATM=SMKR
6982,UK Pound Sterling 6 Year 2.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC250=FMD
6983,UK Pound Sterling 6 Year -0.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LCN050=FMD
6984,UK Pound Sterling 6 Year 9.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC925=SMKR
6985,UK Pound Sterling 6 Year 3.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC350=FMD
6986,UK Pound Sterling 3 Month Libor Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC800=FMD
6987,UK Pound Sterling 6 Year 0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC075=FMD
6988,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK1=TRDL
6989,UK Pound Sterling 6 Year 1.00% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC1000=SMKR
6990,UK Pound Sterling 6 Year 2.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC225=SMKR
6991,UK Pound Sterling 6 Year 1.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC100=FMD
6992,UK Pound Sterling 6 Year -1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LCN125=FMD
6993,UK Pound Sterling 6 Year 0.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC050=FMD
6994,UK Pound Sterling 6 Year 1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC125=FMD
6995,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK4=SMKR
6996,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK11=SMKR
6997,UK Pound Sterling 6 Year 8.50% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC850=SMKR
6998,UK Pound Sterling 3 Month Libor Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC000=FMD
6999,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK5=TRDL
7000,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK7=SMKR
7001,UK Pound Sterling 6 Year 7.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC750=FMD
7002,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK12=SMKR
7003,UK Pound Sterling 6 Year 3.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC350=FMD
7004,UK Pound Sterling 6 Year 7.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC700=FMD
7005,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK7=TRDL
7006,UK Pound Sterling 6 Year 6.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC650=FMD
7007,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK20=SMKR
7008,UK Pound Sterling 6 Year 2.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC275=SMKR
7009,UK Pound Sterling 6 Year 5.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC525=SMKR
7010,UK Pound Sterling 6 Year 0.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC000=FMD
7011,UK Pound Sterling 6 Year 1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC125=FMD
7012,UK Pound Sterling 6 Year 1.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC150=FMD
7013,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK6=TRDL
7014,UK Pound Sterling 6 Year 0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC025=FMD
7015,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK10=SMKR
7016,UK Pound Sterling 6 Year 3.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC325=SMKR
7017,UK Pound Sterling 6 Year 4.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC425=SMKR
7018,UK Pound Sterling 6 Year -2.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LCN250=FMD
7019,UK Pound Sterling 6 Year 9.50% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC950=SMKR
7020,UK Pound Sterling 6 Year 6.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC625=SMKR
7021,UK Pound Sterling 6 Year 8.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC800=FMD
7022,UK Pound Sterling 6 Year -2.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LCN200=FMD
7023,UK Pound Sterling 6 Year 4.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC400=FMD
7024,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK5=SMKR
7025,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK9=TRDL
7026,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK9=SMKR
7027,UK Pound Sterling 6 Year 6.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC600=FMD
7028,UK Pound Sterling 6 Year -0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LCN025=FMD
7029,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK17=SMKR
7030,UK Pound Sterling 6 Year 2.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC200=FMD
7031,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK1=SMKR
