,Name,Instrument Type,Currency,Contributor,RIC
7032,UK Pound Sterling 6 Year 3.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC375=SMKR
7033,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK2=SMKR
7034,UK Pound Sterling 6 Year 1.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC100=FMD
7035,UK Pound Sterling 6 Year 9.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC975=SMKR
7036,UK Pound Sterling 6 Year 7.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC700=FMD
7037,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK4=TRDL
7038,UK Pound Sterling 6 Year 1.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC150=FMD
7039,UK Pound Sterling 6 Year -1.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LCN100=FMD
7040,UK Pound Sterling 6 Year -0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LCN075=FMD
7041,UK Pound Sterling 6 Year 7.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC725=SMKR
7042,UK Pound Sterling 6 Year 7.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC750=FMD
7043,UK Pound Sterling 6 Year 6.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC650=FMD
7044,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK8=SMKR
7045,UK Pound Sterling 6 Year 0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC025=FMD
7046,UK Pound Sterling 6 Year 0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC075=FMD
7047,UK Pound Sterling 6 Year 4.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC450=FMD
7048,UK Pound Sterling 6 Year 3.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC300=FMD
7049,UK Pound Sterling 6 Year -3.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LCN300=FMD
7050,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK3=SMKR
7051,UK Pound Sterling 6 Year 5.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC500=FMD
7052,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK8=TRDL
7053,UK Pound Sterling 6 Year 4.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC450=FMD
7054,UK Pound Sterling 6 Year 8.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC825=SMKR
7055,UK Pound Sterling 6 Year 8.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC875=SMKR
7056,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK3=TRDL
7057,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK2=TRDL
7058,UK Pound Sterling 6 Year -1.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LCN150=FMD
7059,UK Pound Sterling 6 Year 5.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC575=SMKR
7060,UK Pound Sterling 6 Year 5.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC550=FMD
7061,UK Pound Sterling 6 Year 5.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC500=FMD
7062,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK12=TRDL
7063,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK11=TRDL
7064,UK Pound Sterling 6 Year 4.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC400=FMD
7065,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK16=SMKR
7066,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK13=SMKR
7067,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK15=SMKR
7068,UK Pound Sterling 6 Year 7.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC775=SMKR
7069,UK Pound Sterling 6 Year 6.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC600=FMD
7070,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tradition,GB6Y3LSTK10=TRDL
7071,UK Pound Sterling 6 Year 3.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC300=FMD
7072,UK Pound Sterling 6 Year 4.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC475=SMKR
7073,UK Pound Sterling 6 Year 9.00% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC900=SMKR
7074,UK Pound Sterling 6 Year 6.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC675=SMKR
7075,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK14=SMKR
7076,UK Pound Sterling 6 Year 1.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP6YSOC175=SMKR
7077,UK Pound Sterling 6 Year ATM Cap/Floor,Quote,C:4,Tradition,GB6Y3LATM=TRDL
7078,UK Pound Sterling 6 Year 5.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6Y3LC550=FMD
7079,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK6=SMKR
7080,UK Pound Sterling 6 Year 0.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP6YSOC050=FMD
7081,UK Pound Sterling 6 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB6YCSTK19=SMKR
7082,UK Pound Sterling 7 Year 7.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC775=SMKR
7083,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK15=SMKR
7084,UK Pound Sterling 7 Year 0.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LC000=FMD
7085,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK6=SMKR
7086,UK Pound Sterling 7 Year 6.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC675=SMKR
7087,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK13=SMKR
7088,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK3=TRDL
7089,UK Pound Sterling 7 Year 2.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC275=SMKR
7090,UK Pound Sterling 7 Year 8.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC875=SMKR
7091,UK Pound Sterling 5 Year by 7 Year Cap/Floor,Quote,C:4,Tradition,GB5Y7Y3LST6=TRDL
7092,UK Pound Sterling 5 Year by 7 Year ATM Cap/Floor,Quote,C:4,Tradition,GB5Y7Y3LATM=TRDL
7093,UK Pound Sterling 7 Year 9.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC975=SMKR
7094,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK5=TRDL
7095,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK9=TRDL
7096,UK Pound Sterling 7 Year ATM Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCATM=SMKR
7097,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK18=SMKR
7098,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK10=TRDL
7099,UK Pound Sterling 5 Year by 7 Year Cap/Floor,Quote,C:4,Tradition,GB5Y7Y3LST5=TRDL
7100,UK Pound Sterling 7 Year -2.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LCN200=FMD
7101,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK8=TRDL
7102,UK Pound Sterling 5 Year by 7 Year Cap/Floor,Quote,C:4,Tradition,GB5Y7Y3LST3=TRDL
7103,UK Pound Sterling 7 Year 7.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LC700=FMD
7104,UK Pound Sterling 7 Year -3.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LCN350=FMD
7105,UK Pound Sterling 7 Year -0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LCN025=FMD
7106,UK Pound Sterling 7 Year -2.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LCN250=FMD
7107,UK Pound Sterling 7 Year 6.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LC650=FMD
7108,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK4=TRDL
7109,UK Pound Sterling 7 Year 7.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7YSOC750=FMD
7110,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK6=TRDL
7111,UK Pound Sterling 7 Year 2.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC225=SMKR
7112,UK Pound Sterling 7 Year 5.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC525=SMKR
7113,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK12=SMKR
7114,UK Pound Sterling 7 Year 1.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC175=SMKR
7115,UK Pound Sterling 5 Year by 7 Year Cap/Floor,Quote,C:4,Tradition,GB5Y7Y3LST1=TRDL
7116,UK Pound Sterling 7 Year 6.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC625=SMKR
7117,UK Pound Sterling 7 Year 9.50% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC950=SMKR
7118,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK20=SMKR
7119,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK9=SMKR
7120,UK Pound Sterling 7 Year -3.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LCN300=FMD
7121,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK11=TRDL
7122,UK Pound Sterling 7 Year 0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LC075=FMD
7123,UK Pound Sterling 7 Year 3.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC325=SMKR
7124,UK Pound Sterling 7 Year 4.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC475=SMKR
7125,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK5=SMKR
7126,UK Pound Sterling 7 Year 6.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LC600=FMD
7127,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK17=SMKR
7128,UK Pound Sterling 7 Year 1.00% Cap/Floor,Quote,C:4,ICAP,GBP7Y3LC1000=ICAP
7129,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK4=SMKR
7130,UK Pound Sterling 7 Year 7.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC725=SMKR
7131,UK Pound Sterling 7 Year -0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LCN075=FMD
7132,UK Pound Sterling 7 Year 7.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LC750=FMD
7133,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK8=SMKR
7134,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK10=SMKR
7135,UK Pound Sterling 7 Year 3.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC375=SMKR
7136,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK1=SMKR
7137,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK7=TRDL
7138,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK11=SMKR
7139,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK12=TRDL
7140,UK Pound Sterling 7 Year -1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LCN125=FMD
7141,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK7=SMKR
7142,UK Pound Sterling 7 Year 0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LC025=FMD
7143,UK Pound Sterling 7 Year 8.50% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC850=SMKR
7144,UK Pound Sterling 5 Year by 7 Year Cap/Floor,Quote,C:4,Tradition,GB5Y7Y3LST7=TRDL
7145,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK2=TRDL
7146,UK Pound Sterling 7 Year 8.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC825=SMKR
7147,UK Pound Sterling 7 Year 9.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC925=SMKR
7148,UK Pound Sterling 5 Year by 7 Year Cap/Floor,Quote,C:4,Tradition,GB5Y7Y3LST8=TRDL
7149,UK Pound Sterling 7 Year 1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LC125=FMD
7150,UK Pound Sterling 7 Year 8.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LC800=FMD
7151,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK19=SMKR
7152,UK Pound Sterling 7 Year 5.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC575=SMKR
7153,UK Pound Sterling 7 Year 0.10% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC010=SMKR
7154,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK3=SMKR
7155,UK Pound Sterling 7 Year -1.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LCN150=FMD
7156,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tradition,GB7Y3LSTK1=TRDL
7157,UK Pound Sterling 7 Year 5.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP7Y3LC550=FMD
7158,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK2=SMKR
7159,UK Pound Sterling 5 Year by 7 Year Cap/Floor,Quote,C:4,Tradition,GB5Y7Y3LST4=TRDL
7160,UK Pound Sterling 7 Year 4.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP7YSOC425=SMKR
7161,UK Pound Sterling 5 Year by 7 Year Cap/Floor,Quote,C:4,Tradition,GB5Y7Y3LST2=TRDL
7162,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK16=SMKR
7163,UK Pound Sterling 7 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB7YCSTK14=SMKR
7164,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK3=TRDL
7165,UK Pound Sterling 8 Year 7.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC700=FMD
7166,UK Pound Sterling 8 Year 3.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC300=FMD
7167,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK13=SMKR
7168,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK6=SMKR
7169,UK Pound Sterling 8 Year 5.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC575=SMKR
7170,UK Pound Sterling 8 Year ATM Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCATM=SMKR
7171,UK Pound Sterling 8 Year ATM Cap/Floor,Quote,C:4,Tradition,GB8Y3LATM=TRDL
7172,UK Pound Sterling 8 Year 0.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC050=FMD
7173,UK Pound Sterling 8 Year 3.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC375=SMKR
7174,UK Pound Sterling 8 Year 9.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC925=SMKR
7175,UK Pound Sterling 8 Year 0.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC000=FMD
7176,UK Pound Sterling 8 Year 0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC075=FMD
7177,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK6=TRDL
7178,UK Pound Sterling 8 Year 2.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC200=FMD
7179,UK Pound Sterling 8 Year 7.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC700=FMD
7180,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK18=SMKR
7181,UK Pound Sterling 8 Year -1.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LCN150=FMD
7182,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK3=SMKR
7183,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK19=SMKR
7184,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK4=TRDL
7185,UK Pound Sterling 8 Year 7.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC750=FMD
7186,UK Pound Sterling 8 Year 6.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC650=FMD
7187,UK Pound Sterling 8 Year 0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC025=FMD
7188,UK Pound Sterling 8 Year 2.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC275=SMKR
7189,UK Pound Sterling 8 Year -0.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LCN050=FMD
7190,UK Pound Sterling 8 Year 2.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC250=FMD
7191,UK Pound Sterling 8 Year 0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC075=FMD
7192,UK Pound Sterling 8 Year -1.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LCN100=FMD
7193,UK Pound Sterling 8 Year 9.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC975=SMKR
7194,UK Pound Sterling 8 Year 1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC125=FMD
7195,UK Pound Sterling 8 Year 6.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC650=FMD
7196,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK7=TRDL
7197,UK Pound Sterling 8 Year 2.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC225=SMKR
7198,UK Pound Sterling 8 Year 1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC125=FMD
7199,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK2=SMKR
7200,UK Pound Sterling 8 Year 8.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC825=SMKR
7201,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK9=SMKR
7202,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK11=TRDL
7203,UK Pound Sterling 8 Year 1.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC100=FMD
7204,UK Pound Sterling 8 Year 2.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC200=FMD
7205,UK Pound Sterling 8 Year 8.50% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC850=SMKR
7206,UK Pound Sterling 8 Year 5.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC500=FMD
7207,UK Pound Sterling 8 Year 7.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC750=FMD
7208,UK Pound Sterling 8 Year 0.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC050=FMD
7209,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK12=SMKR
7210,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK7=SMKR
7211,UK Pound Sterling 8 Year 1.00% Cap/Floor,Quote,C:4,ICAP,GBP8Y3LC1000=ICAP
7212,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK9=TRDL
7213,UK Pound Sterling 8 Year 3.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC350=FMD
7214,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK1=TRDL
7215,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK20=SMKR
7216,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK11=SMKR
7217,UK Pound Sterling 8 Year 4.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC450=FMD
7218,UK Pound Sterling 8 Year 5.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC550=FMD
7219,UK Pound Sterling 8 Year -0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LCN025=FMD
7220,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK8=TRDL
7221,UK Pound Sterling 8 Year 1.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC100=FMD
7222,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK17=SMKR
7223,UK Pound Sterling 8 Year 4.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC425=SMKR
7224,UK Pound Sterling 8 Year 8.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC800=FMD
7225,UK Pound Sterling 8 Year 1.00% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC1000=SMKR
7226,UK Pound Sterling 8 Year -3.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LCN350=FMD
7227,UK Pound Sterling 8 Year 0.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC025=FMD
7228,UK Pound Sterling 8 Year -2.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LCN200=FMD
7229,UK Pound Sterling 8 Year 3.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC350=FMD
7230,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK1=SMKR
7231,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK5=SMKR
7232,UK Pound Sterling 8 Year 2.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC250=FMD
7233,UK Pound Sterling 8 Year 3.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC300=FMD
7234,UK Pound Sterling 8 Year 1.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC175=SMKR
7235,UK Pound Sterling 8 Year 0.10% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC010=SMKR
7236,UK Pound Sterling 8 Year 7.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC775=SMKR
7237,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK5=TRDL
7238,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK8=SMKR
7239,UK Pound Sterling 8 Year 9.50% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC950=SMKR
7240,UK Pound Sterling 8 Year 4.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC400=FMD
7241,UK Pound Sterling 8 Year 5.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC525=SMKR
7242,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK4=SMKR
7243,UK Pound Sterling 8 Year 4.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC450=FMD
7244,UK Pound Sterling 8 Year 6.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC600=FMD
7245,UK Pound Sterling 8 Year -1.25% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LCN125=FMD
7246,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK2=TRDL
7247,UK Pound Sterling 8 Year 7.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC725=SMKR
7248,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK14=SMKR
7249,UK Pound Sterling 8 Year 1.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC150=FMD
7250,UK Pound Sterling 8 Year 6.25% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC625=SMKR
7251,UK Pound Sterling 8 Year 9.00% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC900=SMKR
7252,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK10=TRDL
7253,UK Pound Sterling 8 Year 5.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC550=FMD
7254,UK Pound Sterling 8 Year 8.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC875=SMKR
7255,UK Pound Sterling 3 Month Libor Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC800=FMD
7256,UK Pound Sterling 8 Year -2.50% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LCN250=FMD
7257,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK10=SMKR
7258,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tullett Prebon,GB8YCSTK16=SMKR
7259,UK Pound Sterling 8 Year Cap/Floor,Quote,C:4,Tradition,GB8Y3LSTK12=TRDL
7260,UK Pound Sterling 8 Year 4.75% Cap/Floor,Quote,C:4,Tullett Prebon,GBP8YSOC475=SMKR
7261,UK Pound Sterling 8 Year 4.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8YSOC400=FMD
7262,UK Pound Sterling 8 Year -3.00% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LCN300=FMD
7263,UK Pound Sterling 8 Year -0.75% Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LCN075=FMD
7264,UK Pound Sterling 3 Month Libor Cap/Floor,Quote,C:4,Fenics Market Data,GBP8Y3LC000=FMD
